rating,final_price,actual_price,offer_per,norating,noreviews,five_star,four_star,three_star,two_star,one_star,main_category_Women,platform_Flipkart,fulfilled_1,title_bellies,title_boots,title_casuals,title_flip flops,title_jalsa,title_loafers,title_sandal,title_shoes,title_slip,title_sneaker
4.3,1795,7.546974117516527,5.28,8.0,1.0,1.62924053973028,0.09531017980432493,0.09531017980432493,0.09531017980432493,-2.3025850929940455,0,1,0,0,0,0,0,0,0,0,0,0,0
5.0,1539,7.937017489515454,45.02,8.0,1.0,2.0918640616783932,-2.3025850929940455,-2.3025850929940455,-2.3025850929940455,-2.3025850929940455,0,1,1,0,0,0,0,0,0,0,0,1,0
3.9,331,7.089243155027514,72.39,263.0,34.0,5.056882545261575,3.299533727885655,3.1822118404966093,2.8390784635086144,3.6402142821326553,0,1,0,0,0,0,0,0,0,0,1,0,0
3.9,664,6.906754778648554,33.53,789.0,104.0,6.0236896944027185,4.906015244966153,4.432006566978902,4.079230924412053,4.585987366571318,1,1,1,0,0,0,0,0,0,1,0,0,0
4.0,844,7.1693500166706,35.03,190.0,11.0,4.554928969551344,3.8732821771117156,3.095577608523707,1.62924053973028,3.0007198150650303,0,1,1,0,0,0,1,0,0,0,0,0,0
4.2,2754,8.100161446936607,16.42,4447.0,635.2857142857143,7.893385488934905,6.779580940258628,5.883600901232037,5.050496827521386,5.921846480227112,0,1,1,0,0,0,0,0,0,1,0,0,0
3.6,366,6.906754778648554,63.36,1153.0,153.0,6.084727177567672,5.403127730900382,5.357057861570636,4.616110126026426,5.187944309066666,1,1,0,0,0,0,0,0,0,1,0,0,0
3.5,1374,7.736307096548285,40.0,62.0,8.857142857142858,3.8732821771117156,1.410986973710262,1.1314021114911006,1.410986973710262,1.1314021114911006,1,1,1,1,0,0,0,0,0,0,0,0,0
3.6,312,6.212606095751519,37.47,2362.0,315.0,6.950910549296065,5.9740640324278145,5.835103091983559,5.263208189434469,5.966403116512611,1,1,0,0,0,0,0,0,0,0,0,0,0
3.9,367,6.906754778648554,63.26,2008.0,207.0,6.852348271710398,6.084727177567672,5.694068782468562,4.852811208902689,5.288771953704505,1,1,1,0,0,0,0,0,0,1,0,0,0
4.6,1900,8.242493153187626,49.99,12.0,1.0,2.2082744135228043,0.09531017980432493,0.7419373447293773,-2.3025850929940455,-2.3025850929940455,0,1,1,0,0,1,0,0,0,0,0,0,0
3.7,419,6.905753276311464,58.02,2631.0,344.0,7.1058681605711005,6.030925615988895,5.875211590283732,5.273512247629066,6.098298976021809,0,1,1,0,0,0,0,0,0,0,0,0,0
4.2,379,6.906754778648554,62.06,696.0,107.0,6.064017739789691,4.754451888703846,4.278054044290903,3.0007198150650303,4.062165663857866,1,1,1,0,1,0,0,0,0,0,0,0,0
3.7,319,6.212606095751519,36.07,11.0,2.0,1.62924053973028,0.7419373447293773,0.7419373447293773,-2.3025850929940455,0.7419373447293773,1,1,1,0,0,0,0,0,0,0,0,1,0
3.9,416,6.212606095751519,16.63,90.0,10.0,3.716008121502189,3.0492730404820207,2.714694743820879,1.62924053973028,2.0918640616783932,0,1,1,0,0,0,0,0,0,1,0,0,0
4.0,420,6.395261598115449,29.88,63.0,10.0,3.4688560301359703,2.5726122302071057,2.4069451083182885,1.1314021114911006,1.410986973710262,1,1,0,0,0,0,0,0,0,0,0,0,0
2.4,349,7.089243155027514,70.89,5.0,0.0,0.09531017980432493,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,1.1314021114911006,1,1,0,0,0,0,0,0,0,0,0,0,0
3.9,797,7.949091499830517,69.67,1834.0,210.0,6.51040713897592,6.475586788039423,5.583872177983643,3.40452517175483,5.380358076884246,0,1,0,0,0,0,0,0,0,1,0,0,0
4.0,298,6.906754778648554,70.17,577.0,61.0,5.749711406544601,4.763028270603671,4.009149716158869,3.586292865338835,4.009149716158869,1,1,1,0,0,0,0,0,0,1,0,0,0
3.5,336,6.542471960506805,39.48,338.0,42.0,4.977423159890142,3.8522730010223722,4.191168746857641,3.370738174177447,3.933784497209659,1,1,1,0,0,0,0,0,0,1,0,0,0
3.9,464,7.002155954403621,57.78,1722.0,225.0,6.817939974659773,5.733664849138071,5.182345190295616,4.745801315727837,5.328361487896413,0,1,1,0,0,1,0,0,0,0,0,0,0
4.0,351,6.906754778648554,64.86,2795.0,388.0,7.216782905453296,6.507426954979125,5.966403116512611,5.03760174232607,5.3895282466014205,1,1,0,0,0,0,0,0,0,1,0,0,0
4.2,1539,7.937017489515454,45.02,63.0,8.0,3.4372078191851885,2.89591193827178,2.312535423847214,0.09531017980432493,1.1314021114911006,0,1,1,0,0,0,0,0,0,1,0,0,0
4.2,449,6.906754778648554,55.06,33.0,3.0,2.7788192719904172,2.0918640616783932,1.62924053973028,1.410986973710262,-2.3025850929940455,1,1,1,0,0,0,0,0,0,0,0,0,0
4.3,1047,7.6004023345004,47.62,422.0,40.0,5.5801071132949795,4.407938016458383,3.586292865338835,2.0918640616783932,3.4372078191851885,0,1,1,0,0,0,0,0,0,0,0,0,0
3.8,247,6.212606095751519,50.5,677.0,76.0,5.8114403493627105,4.616110126026426,4.443827035579329,4.027135812528651,4.616110126026426,0,1,1,0,0,0,0,0,0,0,0,1,0
3.6,498,6.905753276311464,50.1,2494.0,314.0,7.0597035352541955,5.846727750641299,5.6598305871270185,5.429784129290343,6.150815965334412,0,1,1,0,0,0,0,0,0,0,0,0,0
4.2,258,5.648974238161206,9.15,61798.0,7467.0,10.467695636861494,9.555071268929886,8.751332071937048,7.728459792956958,8.276420149832202,0,1,1,0,0,0,1,0,0,0,0,0,0
4.2,399,6.906754778648554,60.06,9305.0,1630.0,8.641196838885676,7.444891717537924,6.82556860799419,5.765504533284198,6.542616042345538,1,1,1,0,1,0,0,0,0,0,0,0,0
4.1,399,6.906754778648554,60.06,1201.0,126.0,6.5497937935179396,5.308762624409575,4.837075242970874,4.11251186617755,4.728272383122075,0,1,1,0,0,0,0,0,0,0,0,0,1
3.9,299,6.212606095751519,40.08,426.0,59.0,5.338018733399589,4.511957804265912,3.8732821771117156,3.370738174177447,3.914021008090819,1,1,0,0,0,0,0,0,0,0,0,1,0
3.9,449,6.212606095751519,10.02,100.0,128.0,2.5726122302071057,1.1314021114911006,2.312535423847214,3.2228678461377385,3.893859034800475,1,0,0,0,0,0,0,0,0,0,0,0,1
4.0,849,6.80128303447162,5.56,488.0,77.0,5.43415858945945,4.860587297852597,4.220977213155467,3.139832617527748,3.66612246699132,1,1,1,0,0,0,0,0,0,0,1,0,0
4.0,599,6.683360945766275,25.03,13398.0,2088.0,8.80658879493476,8.082124180049494,7.458820327607626,6.539730453847818,6.963284588774617,0,1,0,0,0,0,0,0,0,0,1,0,0
4.3,759,6.683360945766275,5.01,382.0,55.0,5.347583607850955,4.616110126026426,3.8522730010223722,2.4932054526026954,2.4932054526026954,0,1,0,0,0,0,0,0,0,0,0,1,0
4.1,760,6.897704943128636,30.03,626.0,93.0,5.971516909298286,4.728272383122075,3.8732821771117156,3.0492730404820207,3.9531649487593215,1,1,1,0,0,0,0,0,0,1,0,0,0
3.9,474,6.683360945766275,40.68,451.0,72.0,5.371103036273684,4.596129441335942,4.128745988939433,3.370738174177447,3.8308129500026027,1,1,1,0,0,0,0,0,0,1,0,0,0
4.3,545,6.906754778648554,45.45,18.0,4.0,2.4932054526026954,0.7419373447293773,0.7419373447293773,0.09531017980432493,0.09531017980432493,1,1,0,0,1,0,0,0,0,0,0,0,0
3.8,899,8.00603417874901,70.02,46.0,10.0,3.1822118404966093,1.8082887711792655,1.8082887711792655,0.09531017980432493,2.2082744135228043,0,1,1,0,0,0,0,0,0,0,1,0,0
4.1,449,6.906754778648554,55.06,3138.0,92.0,7.7053075188968725,6.478663240242817,5.258016069774511,3.4995332823830174,3.7400477406883357,1,1,1,0,0,0,0,0,0,0,0,0,1
3.8,220,5.700443573390687,26.42,908.0,95.0,6.176075148705408,4.883559211528279,4.455509411433685,4.3054155323020415,4.906015244966153,0,1,0,0,0,0,1,0,0,0,0,0,0
4.1,199,6.683360945766275,75.09,49.0,6.0,3.261935314328648,2.312535423847214,2.0918640616783932,-2.3025850929940455,1.62924053973028,1,1,0,0,0,0,0,0,0,0,0,0,0
4.3,672,6.683360945766275,15.89,212.0,41.0,4.812997033190408,4.079230924412053,2.4932054526026954,2.2082744135228043,2.2082744135228043,1,1,1,0,0,0,0,0,0,1,0,0,0
4.3,499,6.906754778648554,50.05,12.0,0.0,1.8082887711792655,1.410986973710262,0.7419373447293773,-2.3025850929940455,-2.3025850929940455,1,1,0,0,0,0,0,0,0,1,0,0,0
3.9,436,6.769641976852503,52.55,2272.0,318.0,7.341548659077159,6.013959624935353,4.719391330078114,3.7864597824528,5.100475998096045,1,1,1,0,0,0,0,0,1,0,0,0,0
3.9,549,6.906754778648554,45.05,192.0,30.0,4.645351975620923,3.4372078191851885,3.2228678461377385,1.8082887711792655,3.261935314328648,1,1,0,0,1,0,0,0,0,0,0,0,0
4.1,749,6.906754778648554,25.03,375.0,50.0,5.176714544788788,4.673762977453703,3.9721769282478934,2.7788192719904172,3.095577608523707,1,1,1,0,0,0,0,0,0,1,0,0,0
3.1,1048,7.738488122494646,54.34,8.0,0.0,1.1314021114911006,0.09531017980432493,0.09531017980432493,-2.3025850929940455,1.1314021114911006,1,1,1,0,0,0,0,0,0,1,0,0,0
3.5,442,6.905753276311464,55.71,8.0,3.0,0.7419373447293773,1.1314021114911006,-2.3025850929940455,1.1314021114911006,-2.3025850929940455,1,1,1,0,0,0,0,0,0,0,0,0,1
4.0,188,6.395261598115449,68.61,21.0,1.0,2.4069451083182885,1.410986973710262,1.1314021114911006,0.09531017980432493,0.7419373447293773,1,1,0,0,0,0,0,0,0,0,0,0,0
3.8,339,6.906754778648554,66.07,1280.0,135.0,6.352803597173591,5.670225691127358,5.1480757032174935,4.544358046591334,5.011301738639416,1,1,0,0,0,0,0,0,0,1,0,0,0
4.2,974,7.312553498102598,35.02,10.0,1.0,1.8082887711792655,0.7419373447293773,0.09531017980432493,-2.3025850929940455,0.09531017980432493,0,1,1,0,0,0,1,0,0,0,0,0,0
4.4,2436,8.411610428841172,45.85,12.0,2.0,2.0918640616783932,0.09531017980432493,1.1314021114911006,-2.3025850929940455,-2.3025850929940455,1,1,1,0,0,0,0,0,0,0,1,0,0
3.8,649,6.906754778648554,35.04,113.0,14.0,4.009149716158869,3.1822118404966093,2.4932054526026954,1.62924053973028,2.8390784635086144,1,1,0,0,0,0,0,0,0,1,0,0,0
3.9,426,6.212606095751519,14.63,342.0,44.0,5.165357239291806,4.144720769547168,3.586292865338835,3.4372078191851885,3.6136169696133895,1,1,0,0,0,0,0,0,0,1,0,0,0
4.0,499,6.906754778648554,50.05,216.0,39.0,4.683056724645162,3.893859034800475,3.55820113047182,2.2082744135228043,2.714694743820879,1,1,0,0,1,0,0,0,0,0,0,0,0
3.6,518,7.1693500166706,60.12,12.0,3.0,1.410986973710262,1.1314021114911006,1.1314021114911006,-2.3025850929940455,0.7419373447293773,1,1,1,0,0,0,0,0,0,1,0,0,0
3.9,428,6.54965074223381,38.77,5815.0,730.0,8.043695464916224,6.863907879201861,6.511893907016668,5.784132827309859,6.614859639477468,0,1,1,0,0,0,0,0,0,0,0,0,1
4.1,447,6.906754778648554,55.26,1119.0,170.0,6.4152606119008695,5.394081988532416,4.9494688588587685,3.9531649487593215,4.554928969551344,1,1,1,0,0,0,0,0,0,1,0,0,0
4.2,499,7.130098510125578,60.05,2660.0,456.0,7.298512758218027,6.439510102751265,5.690697235107546,4.6549122778829055,5.044070070182493,1,1,0,0,0,0,0,0,0,1,0,0,0
4.2,398,6.906754778648554,60.16,2361.0,402.0,7.229911239293994,6.124902185337699,5.533784667551078,4.585987366571318,5.153869462182164,1,1,1,0,1,0,0,0,0,0,0,0,0
4.0,499,6.906754778648554,50.05,945.0,108.0,6.21879930304066,5.082025290182929,4.837075242970874,3.8308129500026027,4.701389043728634,0,1,1,0,0,0,0,0,0,1,0,0,0
3.9,616,6.8001700683022,31.4,5095.0,693.0,7.744179954245705,7.083471736723956,6.6400065442378065,5.710758088392627,6.269285659712888,1,1,1,0,0,0,0,0,0,0,0,0,1
4.4,889,6.906754778648554,11.01,827.0,117.0,6.214808078424858,5.380358076884246,4.096009841541162,3.0492730404820207,3.370738174177447,1,1,0,0,0,0,0,0,0,1,0,0,0
4.8,395,6.395261598115449,34.06,4.0,3.0,1.1314021114911006,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,-2.3025850929940455,1,1,0,0,0,0,0,0,0,0,0,0,0
3.8,399,6.683360945766275,50.06,93.0,11.0,3.6136169696133895,3.299533727885655,2.5726122302071057,1.9600947840472698,2.2082744135228043,1,1,1,0,0,0,0,0,0,1,0,0,0
4.2,299,6.212606095751519,40.08,3943.0,522.0,7.702149526558366,6.867037445703578,6.105016421792097,4.984291318756654,5.17105201550216,1,1,1,0,0,0,0,0,0,0,0,0,0
4.1,699,6.907755278982137,30.1,314.0,39.0,5.176714544788788,4.027135812528651,3.55820113047182,2.5726122302071057,3.4995332823830174,1,1,1,0,1,0,0,0,0,0,0,0,0
3.6,449,6.683360945766275,43.8,201.0,20.0,4.420044701861403,3.6402142821326553,3.55820113047182,2.714694743820879,3.40452517175483,1,1,0,0,0,0,0,0,0,0,0,1,0
3.7,224,6.906754778648554,77.58,111.0,17.0,3.9721769282478934,2.714694743820879,3.0007198150650303,1.9600947840472698,2.7788192719904172,0,1,1,0,0,0,1,0,0,0,0,0,0
4.0,599,6.47543271670409,7.7,51114.0,7302.0,10.503672045773943,9.295793034801816,7.478226221674568,6.495416601930801,7.20199083040376,1,1,1,0,0,0,0,0,0,0,0,0,1
4.3,672,6.683360945766275,15.89,212.0,41.0,4.812997033190408,4.079230924412053,2.4932054526026954,2.2082744135228043,2.2082744135228043,1,1,1,0,0,0,0,0,0,1,0,0,0
4.0,1299,7.377133712833954,18.76,42.0,8.0,2.9496883350525844,2.4069451083182885,2.0918640616783932,0.09531017980432493,1.1314021114911006,1,1,1,0,1,0,0,0,0,0,0,0,0
4.5,2385,8.575273402492762,54.99,104.0,14.0,4.249922794040544,3.1822118404966093,1.410986973710262,-2.3025850929940455,1.8082887711792655,1,1,1,0,0,0,0,0,0,0,1,0,0
4.1,233,6.815639990074331,70.07,406.0,70.0,5.517854422268135,2.8390784635086144,4.11251186617755,3.4995332823830174,3.8308129500026027,0,1,0,0,0,0,0,0,0,1,0,0,0
3.9,299,6.906754778648554,70.07,414.0,59.142857142857146,5.749711406544601,3.0007198150650303,4.044804116661965,2.4932054526026954,2.4069451083182885,1,1,1,0,0,0,0,0,0,1,0,0,0
3.6,496,6.898714534329988,43.04,2179.0,219.0,6.88356504018092,5.476881874464279,6.255941961915169,5.187944309066666,5.576327819303087,0,1,1,0,0,0,0,0,0,0,0,0,1
4.1,569,6.906754778648554,43.04,1395.0,212.0,6.679724806094533,5.59879226079857,5.031091302663638,3.9908341858524357,4.804840381116659,1,1,1,0,0,0,0,0,0,1,0,0,0
4.0,299,5.988961416889864,25.06,1285.0,192.0,6.418528054768642,5.717356594683319,5.2045559867335625,4.3054155323020415,4.719391330078114,1,1,1,0,0,0,0,0,0,1,0,0,0
4.1,487,6.395261598115449,18.7,2018.0,301.0,6.938381472523898,6.204759762367377,5.50573795739701,4.443827035579329,5.082025290182929,0,1,1,0,0,0,0,0,0,0,1,0,0
4.2,974,7.312553498102598,35.02,10.0,1.0,1.8082887711792655,0.7419373447293773,0.09531017980432493,-2.3025850929940455,0.09531017980432493,0,1,1,0,0,0,1,0,0,0,0,0,0
3.6,2918,7.978653729082731,0.0,101.0,23.0,3.0007198150650303,2.0918640616783932,2.2082744135228043,2.7788192719904172,3.8732821771117156,1,0,1,0,0,0,0,0,0,0,0,0,1
4.1,343,6.210600077024653,31.12,89.0,19.0,3.914021008090819,2.7788192719904172,2.2082744135228043,1.9600947840472698,1.9600947840472698,1,1,0,0,0,0,1,0,0,0,0,0,0
4.0,749,6.80128303447162,16.69,2072.0,330.0,6.873267348523464,6.3298991427569264,5.549465114271844,4.6061696863211745,5.236973736306985,0,1,1,0,0,0,0,0,0,1,0,0,0
4.1,299,6.395261598115449,50.08,503.0,58.0,5.576327819303087,4.728272383122075,4.175924549214524,3.40452517175483,3.4372078191851885,1,1,1,0,0,0,0,0,0,1,0,0,0
4.3,395,6.906754778648554,60.46,2484.0,394.0,7.338953108985908,6.131443857161423,5.513831890697755,4.291828366755733,5.100475998096045,1,1,1,0,1,0,0,0,0,0,0,0,0
4.3,3219,8.935771938669784,57.64,19.0,4.0,2.714694743820879,-2.3025850929940455,0.09531017980432493,-2.3025850929940455,1.1314021114911006,1,1,1,0,0,0,0,0,0,0,1,0,0
4.2,567,7.130098510125578,54.6,1545.0,206.0,6.785700632974831,5.740114403903592,5.153869462182164,4.249922794040544,4.664382045619937,1,1,0,0,0,0,0,0,0,1,0,0,0
3.9,148,5.700443573390687,50.5,4926.0,734.0,7.774897782589561,6.8927431588616335,6.513378467859393,5.872399439949042,6.276831441602324,1,1,0,0,0,0,0,0,0,0,0,1,0
4.1,214,6.517671272912275,57.22,1795.0,265.0,6.9276559406884735,5.897428555181388,5.328361487896413,4.9494688588587685,4.160444363926624,1,1,0,1,0,0,0,0,0,0,0,0,0
3.4,489,6.906754778648554,51.05,95.0,16.0,3.55820113047182,2.89591193827178,2.5726122302071057,1.9600947840472698,3.095577608523707,1,1,0,0,0,0,1,0,0,0,0,0,0
4.3,469,7.377133712833954,70.67,29.0,9.0,3.0492730404820207,1.1314021114911006,0.09531017980432493,-2.3025850929940455,1.410986973710262,1,1,1,0,0,0,0,0,0,0,0,0,0
4.1,471,6.906754778648554,52.85,177.0,28.0,4.544358046591334,3.716008121502189,3.0007198150650303,1.8082887711792655,2.7788192719904172,1,1,1,0,0,0,0,0,0,0,0,0,1
4.1,1424,7.6004023345004,28.76,5033.0,738.0,7.936338445154914,6.963284588774617,6.148681948306025,5.425390449111513,6.182291496945648,0,1,1,0,0,0,0,0,0,0,0,0,1
3.9,498,6.906754778648554,50.15,26343.0,3360.0,9.490098633794911,8.537995319045502,8.16197432973217,7.431951121686299,7.943108228011056,0,1,1,0,0,0,0,0,0,0,1,0,0
4.2,899,6.906754778648554,10.01,561.0,72.0,5.700777965635902,5.082025290182929,3.8522730010223722,2.6461747973841225,3.6913763343125234,1,1,1,0,0,0,0,0,0,0,1,0,0
3.8,298,6.395261598115449,50.25,333.0,40.0,5.017941869278694,4.220977213155467,3.893859034800475,3.370738174177447,3.586292865338835,1,1,1,0,0,0,0,0,0,1,0,0,0
4.3,474,6.906754778648554,52.55,375.0,56.0,5.407620101438487,4.407938016458383,3.4688560301359703,3.0007198150650303,2.89591193827178,1,1,1,0,0,0,0,0,0,1,0,0,0
4.4,2150,8.366137716496281,49.99,39.0,6.0,3.2228678461377385,2.2082744135228043,0.7419373447293773,1.1314021114911006,-2.3025850929940455,0,1,1,0,0,0,0,0,0,0,1,0,0
4.2,799,6.906754778648554,20.02,376.0,54.0,5.303802296778606,4.616110126026426,3.716008121502189,2.5726122302071057,3.0007198150650303,1,1,0,0,0,0,0,0,0,0,1,0,0
3.5,893,6.906754778648554,10.61,162.0,23.0,4.027135812528651,3.6402142821326553,3.2228678461377385,2.5726122302071057,3.40452517175483,0,1,0,0,0,0,0,0,0,0,1,0,0
3.7,564,6.54965074223381,19.31,125.0,20.0,3.893859034800475,3.3357695763397,3.095577608523707,2.2082744135228043,2.8390784635086144,1,1,0,0,0,0,0,0,0,1,0,0,0
4.0,279,5.700443573390687,6.69,23608.0,2750.0,9.328576638241389,8.716552117794492,8.009063929197989,7.12536353879767,7.600452358261697,0,1,1,0,0,0,0,0,0,0,0,1,0
4.2,507,6.906754778648554,49.25,54.0,16.0,3.370738174177447,2.6461747973841225,1.8082887711792655,0.7419373447293773,1.1314021114911006,1,1,0,1,0,0,0,0,0,0,0,0,0
3.4,501,7.089243155027514,58.22,17.0,6.0,1.410986973710262,1.410986973710262,1.8082887711792655,0.09531017980432493,0.7419373447293773,1,1,1,0,0,0,0,0,0,1,0,0,0
4.1,527,6.906754778648554,47.25,551.0,68.0,5.624378451868933,4.9494688588587685,4.249922794040544,3.4995332823830174,3.40452517175483,0,1,1,0,0,0,0,0,0,0,0,0,0
3.8,249,6.212606095751519,50.1,153.0,11.0,4.395682961121367,3.139832617527748,2.6461747973841225,2.2082744135228043,3.261935314328648,0,1,0,0,0,0,0,0,0,0,0,0,0
4.1,949,8.00603417874901,68.36,65.0,19.0,3.4995332823830174,2.7788192719904172,2.0918640616783932,1.1314021114911006,1.62924053973028,0,1,1,0,0,0,0,0,0,0,1,0,0
3.5,441,6.222576268071369,49.5,24.0,3.0,1.9600947840472698,0.7419373447293773,1.62924053973028,0.09531017980432493,2.2082744135228043,0,1,0,0,0,0,0,0,0,0,0,0,0
4.1,470,6.628041376179533,20.64,330.0,68.0,5.3895282466014205,0.7419373447293773,4.235554730773624,2.4069451083182885,3.370738174177447,1,1,1,0,0,1,0,0,0,0,0,0,0
4.0,1430,8.188411308079031,60.27,41.0,7.0,2.9496883350525844,2.5726122302071057,1.410986973710262,0.7419373447293773,1.1314021114911006,1,1,1,0,0,0,0,0,0,0,1,0,0
3.5,689,7.59890045687141,65.48,17.0,3.0,1.8082887711792655,1.1314021114911006,1.410986973710262,0.09531017980432493,1.1314021114911006,0,1,1,0,0,0,0,0,0,0,1,0,0
3.9,399,6.906754778648554,60.06,3294.0,450.0,7.288995998199437,6.725153682980864,6.282453645317259,5.361761539104571,5.517854422268135,1,1,1,0,0,0,0,0,0,0,0,1,0
4.3,819,6.906754778648554,18.02,5646.0,828.0,8.01271405270911,7.455356320910743,6.271177449910086,5.017941869278694,5.384953673207583,1,1,1,0,0,0,0,0,0,0,1,0,0
4.5,1907,8.188411308079031,47.01,92.0,24.0,4.144720769547168,2.89591193827178,1.8082887711792655,1.1314021114911006,0.7419373447293773,0,1,1,0,0,0,0,0,0,0,1,0,0
3.6,213,6.395261598115449,64.44,257.0,34.0,4.754451888703846,3.8308129500026027,3.299533727885655,3.095577608523707,3.8308129500026027,0,1,1,0,0,0,1,0,0,0,0,0,0
3.0,499,6.906754778648554,50.05,6.0,1.0,0.7419373447293773,0.09531017980432493,-2.3025850929940455,0.09531017980432493,0.7419373447293773,1,1,0,0,0,1,0,0,0,0,0,0,0
3.6,217,5.988961416889864,45.61,192.0,24.0,4.395682961121367,3.4688560301359703,3.370738174177447,2.6461747973841225,3.586292865338835,1,1,1,0,0,0,0,0,0,0,0,1,0
4.3,397,6.906754778648554,60.26,2348.0,396.0,7.333088371727768,5.929855065476291,5.242275975664412,4.432006566978902,5.130490255904535,1,1,0,0,1,0,0,0,0,0,0,0,0
4.1,426,6.906754778648554,57.36,7580.0,1193.0,8.313141230357548,7.394554568145273,6.855514167136446,5.861071083174386,6.356281256738337,0,1,1,0,0,0,0,0,0,0,1,0,0
3.9,323,6.54965074223381,53.79,10766.0,1447.0,8.55700988078656,7.694438338933248,7.369033451909514,6.605433229790841,6.948993186998382,1,1,0,0,0,0,1,0,0,0,0,0,0
4.1,238,6.395261598115449,60.27,1290.0,191.0,6.5710230085550645,5.54556799320548,4.984291318756654,4.144720769547168,4.7104306966455844,0,1,1,0,0,0,0,0,0,0,0,0,0
3.3,299,6.906754778648554,70.07,3.0,0.0,-2.3025850929940455,0.09531017980432493,0.7419373447293773,-2.3025850929940455,-2.3025850929940455,0,1,0,0,0,0,0,1,0,0,0,0,0
4.3,299,6.906754778648554,70.07,3.0,0.0,0.7419373447293773,-2.3025850929940455,0.09531017980432493,-2.3025850929940455,-2.3025850929940455,1,1,1,0,0,0,0,0,0,1,0,0,0
3.9,104,6.212606095751519,79.16,727.0,86.0,5.929855065476291,4.73707525686803,4.443827035579329,4.096009841541162,4.522874943261261,0,1,0,0,0,0,1,0,0,0,0,0,0
3.6,399,5.988961416889864,0.0,99.0,23.0,2.6461747973841225,2.2082744135228043,2.9496883350525844,3.0492730404820207,3.586292865338835,0,0,0,0,0,0,0,0,0,0,0,0,1
4.0,209,5.6131281063880705,23.72,7276.0,878.0,8.16054681849792,7.595940167712268,6.824482359788315,5.781052110147502,6.295450486266293,1,1,1,0,0,0,1,0,0,0,0,0,0
3.8,249,6.212606095751519,50.1,4.0,1.0,0.09531017980432493,0.7419373447293773,-2.3025850929940455,0.09531017980432493,-2.3025850929940455,1,1,0,0,0,0,0,0,0,1,0,0,0
3.5,769,7.044032897274685,41.7,51.0,5.0,3.0492730404820207,2.5726122302071057,1.8082887711792655,1.1314021114911006,2.0918640616783932,1,1,0,0,1,0,0,0,0,0,0,0,0
3.6,498,6.905753276311464,50.1,5282.0,754.5714285714286,7.0597035352541955,8.050097330511573,5.6598305871270185,5.429784129290343,6.150815965334412,0,1,1,0,0,0,0,0,0,0,0,0,0
3.7,329,6.906754778648554,67.07,20707.0,2524.0,9.198986156137478,7.979373141251269,7.864074090309365,7.418240844935023,8.197566272381804,0,1,1,0,0,0,0,0,0,0,1,0,0
3.4,749,6.906754778648554,25.03,18.0,2.0,1.62924053973028,1.62924053973028,1.1314021114911006,0.7419373447293773,1.1314021114911006,1,1,0,0,0,0,0,0,0,1,0,0,0
3.9,996,7.823645930834952,60.14,5420.0,774.2857142857143,7.839564966513962,7.083471736723956,6.552650530212922,5.878015854600402,6.447464328590194,0,1,1,0,0,0,0,0,0,0,0,0,1
3.9,284,6.212606095751519,43.09,8265.0,1137.0,8.25818927465095,7.561693746316801,7.142115685501512,6.228708222800973,6.568218350988079,0,1,1,0,0,0,0,0,0,1,0,0,0
4.5,1208,7.823645930834952,51.66,13.0,1.0,2.0918640616783932,1.410986973710262,-2.3025850929940455,0.09531017980432493,-2.3025850929940455,1,1,1,0,0,1,0,0,0,0,0,0,0
4.2,395,6.906754778648554,60.46,13189.0,1636.0,8.898242648576614,7.989594347064416,7.282829905766233,6.333457232260573,6.804725378662593,1,1,1,0,0,0,0,0,0,0,0,0,1
3.9,249,6.212606095751519,50.1,3113.0,389.0,7.318605859366639,6.437911636937767,6.13361493921266,5.273512247629066,5.781052110147502,1,1,0,1,0,0,0,0,0,0,0,0,0
4.3,1644,7.937017489515454,41.26,165.0,21.0,4.489759334476764,3.914021008090819,2.9496883350525844,1.410986973710262,1.1314021114911006,0,1,1,0,0,0,0,0,0,1,0,0,0
4.0,190,5.736572297479192,52.71,18737.0,2952.0,9.047833207115087,8.666492120512471,7.058844133344993,5.911067610035953,7.972500498138669,0,1,1,0,0,0,0,0,0,0,0,0,1
4.0,919,7.740229524763182,60.03,2228.0,281.0,6.987582578841692,6.351060221557692,5.6061696457892,4.6061696863211745,5.2988172415896875,0,1,1,0,0,0,0,0,0,1,0,0,0
4.2,1499,8.160232492367689,57.16,3742.0,499.0,7.675128281894054,6.8069399737433205,5.784132827309859,4.804840381116659,5.46848199307136,0,1,1,0,0,0,0,0,0,0,1,0,0
4.0,399,6.906754778648554,60.06,5636.0,673.0,8.027509167403622,6.88151396777691,6.496925808374822,5.787204082795274,6.411982457842439,0,1,1,0,0,0,0,0,1,0,0,0,0
3.8,998,8.290292591224315,74.96,22.0,4.0,1.8082887711792655,2.0918640616783932,1.8082887711792655,0.09531017980432493,0.09531017980432493,0,1,0,0,0,0,0,0,0,0,0,1,0
4.1,545,7.312553498102598,63.64,452.0,84.0,5.313698468586339,5.011301738639416,3.893859034800475,3.095577608523707,3.3357695763397,0,1,1,0,0,0,0,0,0,1,0,0,0
3.7,588,6.683360945766275,26.41,88.0,9.0,3.7400477406883357,2.8390784635086144,1.9600947840472698,1.410986973710262,2.89591193827178,1,1,1,0,0,0,0,0,0,1,0,0,0
