SalePrice,OverallQual,GrLivArea,ExterQual,KitchenQual,GarageCars,TotalBsmtSF,GarageArea,1stFlrSF,BsmtQual,FullBath,TotRmsAbvGrd,YearBuilt,GarageFinish,FireplaceQu,YearRemodAdd,MasVnrArea,Fireplaces,HeatingQC,BsmtFinSF1,LotArea,BsmtExposure,LotFrontage,OpenPorchSF,WoodDeckSF,2ndFlrSF,BsmtFinType1,HalfBath,GarageCond,CentralAir,Electrical,BsmtUnfSF,BsmtCond,BsmtFullBath,BedroomAbvGr,ScreenPorch,Functional,EnclosedPorch,KitchenAbvGr,Fence,LotShape,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice_log
135900,5,1716,3,2,0,780,0,936,3,2,9,1912,0,0,2000,0.0,0,5,210,5687,1,55.0,184,0,780,2,0,0,0,5,570,2,1,6,0,7,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.819674600139235
131000,5,1716,3,3,1,768,281,1148,3,1,8,1949,0,4,2008,0.0,1,4,292,11409,1,60.0,0,0,568,1,1,3,1,5,476,3,0,3,160,5,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.782952602183288
235000,7,2263,3,4,2,795,539,1468,3,2,9,1977,5,3,1994,34.0,1,2,795,16659,1,94.0,250,0,795,4,1,3,1,5,0,3,1,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.367340793126296
167000,6,1644,3,3,2,1416,418,1644,3,1,7,1953,5,4,1953,238.0,2,3,1285,9600,1,80.0,0,110,0,5,0,3,1,5,131,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.025749091398891
142500,6,1003,3,3,2,1003,588,1003,3,1,6,1984,0,0,1984,0.0,0,3,819,7937,3,37.0,0,120,0,5,0,3,1,5,184,3,1,3,0,7,0,1,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.867097278690842
152000,5,1558,3,3,1,910,282,910,3,1,6,1950,0,0,1950,0.0,0,3,420,13710,1,75.0,0,289,648,3,1,3,1,4,490,3,0,4,0,7,0,1,4,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.931635799828413
239000,7,1950,4,4,2,975,576,975,4,2,7,1997,2,3,1998,1600.0,1,5,649,7399,1,66.0,10,0,975,3,1,3,1,5,326,3,0,3,198,7,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.384218830913648
175000,6,1743,4,3,2,702,539,1041,3,1,7,1968,0,4,1968,365.0,1,4,384,11700,1,90.0,0,224,702,4,2,3,1,5,143,3,0,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.072541252905651
158500,6,1152,3,4,1,1092,300,1152,3,1,6,1950,0,4,2004,0.0,1,5,0,14000,1,80.0,36,0,0,0,0,3,1,5,1092,3,0,3,0,7,0,1,5,5,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11.973509872299472
157000,5,1336,3,3,1,1165,375,1336,3,1,5,1953,0,4,1953,56.0,2,3,841,15750,2,90.0,0,0,0,3,0,3,1,5,324,3,1,2,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.964001084330445
267000,8,2452,4,4,2,1028,683,1210,4,2,9,1998,5,3,1999,0.0,1,5,281,16226,1,66.0,50,208,1242,5,1,3,1,5,747,3,0,4,0,7,0,1,0,3,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.495003937382387
205000,7,1541,4,4,3,1541,843,1541,4,2,6,2001,2,3,2002,150.0,1,5,0,13704,1,118.0,81,468,0,0,0,3,1,5,1541,3,0,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.230765258120545
149900,5,894,3,3,2,894,552,894,3,1,5,1972,0,0,1972,0.0,0,3,894,9800,1,70.0,0,256,0,4,0,3,1,5,0,3,1,3,0,7,0,1,3,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.917723684090689
295000,7,3493,3,4,3,1470,870,1675,3,3,10,1880,0,5,2002,0.0,1,5,0,18386,1,87.0,0,302,1818,0,0,3,1,5,1470,3,0,3,0,7,0,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.594730635321957
305900,8,2000,4,4,3,2000,888,2000,4,2,8,2004,5,0,2005,246.0,0,5,1464,10386,1,80.0,0,168,0,5,0,3,1,5,536,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.631013530138995
225000,7,2243,4,4,3,700,746,1122,4,2,8,1990,2,3,1991,246.0,1,4,700,13474,1,116.0,44,127,1121,4,1,3,1,5,0,3,1,4,0,7,224,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.323855681186558
89500,6,1406,3,2,0,319,0,1035,3,1,6,1920,0,0,1950,0.0,0,3,0,7920,1,62.708333333333336,144,0,371,0,0,0,1,4,319,3,0,3,0,7,0,1,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.401993904262946
82500,4,861,3,3,2,861,539,861,3,1,4,1940,0,0,1950,0.0,0,5,262,12342,1,73.85714285714286,0,158,0,3,0,3,1,5,599,3,0,1,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.320553572322773
360000,9,1944,4,5,3,1896,708,1944,5,2,8,2003,5,5,2004,0.0,3,5,1274,12378,4,90.0,175,208,0,5,0,3,1,5,622,3,1,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.793859310432293
165600,6,1501,3,4,2,697,420,697,4,2,6,1993,5,3,1994,112.0,1,4,518,7685,1,68.375,63,190,804,4,1,3,1,5,179,3,0,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.017330520933296
132000,6,972,3,3,1,972,240,972,3,1,5,1948,0,4,2002,0.0,1,5,680,8000,1,50.0,0,0,0,4,0,3,1,5,292,3,1,2,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.790557201568507
119900,5,1118,3,3,2,793,410,793,4,1,5,1939,0,4,1950,0.0,1,3,507,7800,2,65.0,0,0,325,2,0,3,1,5,286,3,1,3,271,7,0,1,4,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.694413341015606
178000,7,1641,3,5,2,728,546,832,3,1,6,1925,0,4,1990,0.0,1,5,16,9600,1,60.0,0,0,809,1,1,3,1,5,712,4,0,3,0,7,234,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.089538829274222
188500,7,1432,4,4,2,716,432,716,4,2,6,2004,5,4,2005,0.0,1,5,425,7795,1,71.0,51,100,716,5,1,3,1,5,291,3,1,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.146853285870202
260000,7,2353,4,5,2,845,484,1153,4,2,10,1980,2,3,1980,278.0,1,3,692,13005,1,94.0,195,288,1200,5,1,3,1,5,153,3,1,4,0,7,0,1,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.468436909997665
270000,8,1959,4,4,3,1088,1025,1088,4,2,8,2006,2,4,2006,0.0,1,5,0,9000,3,75.0,46,208,871,0,1,3,1,5,1088,3,0,3,0,7,0,1,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.506177237980511
260000,7,2646,4,4,3,1347,656,1372,4,2,9,1993,2,3,1993,256.0,1,5,987,9900,4,90.0,60,340,1274,5,1,3,1,5,360,3,1,4,0,7,144,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.468436909997665
187500,7,1472,3,3,2,1372,588,1472,4,2,6,1980,0,3,1980,225.0,2,3,1036,14115,3,81.36363636363636,48,233,0,5,0,3,1,5,336,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.141534124392603
342643,9,2596,3,4,3,1249,840,1249,5,3,9,2006,2,0,2006,370.0,0,5,0,16259,3,111.0,154,240,1347,0,1,3,1,5,1249,4,0,4,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.7444443677961
354000,8,2468,4,4,3,1136,872,1136,5,2,10,2004,5,4,2004,388.0,1,5,970,12099,3,99.0,154,184,1332,5,1,3,1,5,166,3,1,4,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.777052192115912
301000,7,2730,4,4,2,1502,576,1553,3,2,8,1986,5,3,1987,172.0,1,5,28,10380,4,86.0,96,201,1177,1,1,3,1,5,0,3,1,4,0,7,0,1,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.614865543731012
126175,3,1163,3,3,1,1162,220,1163,3,1,6,1955,0,0,2005,0.0,0,5,256,5820,1,49.0,98,142,0,4,0,3,1,5,906,3,1,3,0,7,0,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.745425111208464
242000,7,2978,4,4,2,710,564,1898,4,2,11,1967,5,4,2007,300.0,1,5,0,11275,1,96.0,0,240,1080,0,1,3,1,5,710,3,0,5,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.396693005138824
87000,5,803,3,3,2,720,360,803,3,1,5,1941,0,0,1950,0.0,0,1,116,5000,3,50.0,0,0,0,3,0,3,0,3,604,3,0,2,0,7,244,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.37366339763672
324000,8,1719,4,4,2,1719,473,1719,4,1,6,1993,5,4,1993,0.0,2,5,1619,10846,4,32.0,30,122,0,5,1,3,1,5,100,3,2,1,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12.688498794774466
145250,6,1383,3,3,1,1383,292,1383,3,1,7,1960,2,0,1960,175.0,0,3,565,11600,1,80.0,45,0,0,2,1,3,1,5,818,3,0,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.886211674714158
214500,6,2134,3,4,2,844,441,1445,3,2,10,1916,0,0,1994,0.0,0,4,0,11888,1,63.5,60,0,689,0,0,3,0,4,844,3,0,5,0,7,268,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.27606501735021
78000,5,1192,3,3,1,596,189,596,3,1,6,1920,0,0,1950,0.0,0,3,0,6402,2,60.0,0,0,596,0,0,2,0,5,596,3,0,3,0,7,137,1,3,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.26446410567173
119000,5,1728,3,3,1,1728,352,1728,3,2,10,1964,0,0,1964,84.0,0,3,40,10624,1,74.3913043478261,0,155,0,5,0,3,1,5,1424,3,0,6,0,7,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.686878772093667
139000,5,1056,3,3,1,1056,308,1056,3,1,6,1958,2,0,1992,0.0,0,2,846,8176,1,70.0,0,0,0,2,0,3,1,5,210,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.842229212112828
284000,8,1629,4,4,3,3206,880,1629,4,2,7,2003,2,4,2004,296.0,1,5,1124,10655,1,85.0,0,0,0,5,0,3,1,5,1603,3,1,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.556729517143344
207000,7,1358,4,4,2,1358,484,1358,4,2,6,2004,2,4,2004,146.0,1,5,720,8198,3,59.0,30,192,0,5,0,3,1,5,638,3,1,2,0,7,0,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.240474072247506
192000,6,1638,3,3,2,943,472,943,4,2,7,1998,5,3,1998,0.0,2,4,828,9042,4,59.0,38,100,695,5,1,3,1,5,115,3,1,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.165250651009918
377426,9,1922,4,4,3,1922,676,1922,5,2,8,2005,5,4,2006,200.0,1,5,1249,14157,4,86.0,51,178,0,5,0,3,1,5,673,3,1,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.841129801965447
214000,7,1536,4,4,2,1536,532,1536,4,2,7,2002,2,0,2003,113.0,0,5,810,9135,3,70.0,74,192,0,5,0,3,1,5,726,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.273731294003989
202500,7,1621,4,4,2,1208,440,1621,4,2,8,1984,2,0,1998,0.0,0,5,213,14145,2,91.0,45,108,0,4,0,3,1,5,995,3,1,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.218495165528731
155000,6,1215,3,3,1,1215,297,1215,3,1,6,1958,0,0,1998,176.0,0,3,585,12400,1,66.0,0,0,0,2,0,3,1,4,630,2,0,3,234,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.951180395901384
202900,8,1908,4,4,2,967,431,993,4,2,9,2002,5,0,2002,0.0,0,5,0,14191,1,85.0,0,135,915,0,1,3,1,5,967,3,0,4,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.220468525813907
82000,4,841,2,3,1,721,294,841,3,1,4,1950,0,0,1950,0.0,0,4,0,8400,1,60.0,0,250,0,0,0,3,1,5,721,2,0,2,0,7,24,1,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.314474526246391
87500,3,1040,3,3,2,0,400,1040,0,2,6,1949,0,0,1950,340.0,0,2,0,8544,0,72.31623931623932,0,0,0,0,0,3,0,4,0,0,0,2,0,7,0,2,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.379394072345706
266000,9,1684,5,5,2,1684,564,1684,5,2,6,2005,2,5,2005,616.0,1,5,28,8849,1,63.0,72,495,0,5,0,3,1,5,1656,3,0,2,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12.491251587763836
85000,5,1112,3,3,1,536,336,536,4,1,4,1976,0,0,1976,0.0,0,3,129,2592,1,36.0,0,182,576,2,1,3,1,5,175,3,0,3,0,7,0,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.350406535472453
140200,6,1577,3,2,1,972,312,972,3,1,6,1939,0,4,1950,0.0,1,4,0,6435,1,65.0,0,0,605,0,0,3,1,5,972,3,0,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.850825253582627
151500,6,958,3,3,1,958,301,958,3,1,5,1960,2,0,1998,0.0,0,3,498,12772,2,47.0,0,0,0,3,0,3,1,5,460,3,0,2,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.928340903931561
157500,6,1478,3,3,2,1478,498,1478,3,2,6,1960,0,4,1960,30.0,2,5,1270,17600,1,74.3913043478261,40,0,0,3,0,3,1,4,208,3,1,3,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.967180737247824
154000,7,1626,4,4,2,764,474,764,4,2,6,2003,2,0,2004,106.0,0,5,573,2448,1,36.0,27,0,862,5,1,3,1,5,191,3,1,2,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.944707881395766
437154,9,2728,5,5,3,1848,706,1848,5,2,10,2005,5,5,2006,870.0,2,5,1410,20431,1,56.0,0,0,880,5,1,3,1,5,438,3,1,4,0,7,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.988040814744458
318061,9,1869,5,5,2,1869,617,1869,5,2,6,2007,2,4,2007,362.0,1,5,0,7820,1,68.0,54,210,0,0,0,3,1,5,1869,3,0,2,0,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12.669998467265833
190000,7,1453,3,4,2,1453,445,1453,4,1,6,1986,2,3,1986,0.0,1,4,1082,5271,4,93.5,80,0,0,5,1,3,1,5,371,3,1,2,184,7,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.154779351142624
95000,5,1111,3,3,1,616,200,616,3,1,5,1941,0,0,1950,0.0,0,3,236,9084,2,60.0,0,48,495,1,0,2,0,5,0,2,0,3,0,7,0,1,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11.461632170582678
105900,6,720,3,3,2,624,484,720,3,1,5,1928,0,0,2003,0.0,0,4,0,8520,1,60.0,0,106,0,0,0,3,1,5,624,3,0,2,0,7,0,1,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.570250531589497
